Weight,City,State,Temperature,Season,Income_Level,Stress_Level,Sleep_Hours,Work_Life_Balance,Context,Recommended_Food
71,Nagpur,Maharashtra,22,Summer,Medium,Medium,9,Poor,Urban,Curd Rice
64,Kolkata,West Bengal,24,Autumn,Low,High,9,Good,Urban,Paneer Butter Masala
77,Hyderabad,Telangana,27,Winter,Low,High,4,Average,Urban,Mutton Rogan Josh
83,Lucknow,Uttar Pradesh,14,Monsoon,High,Medium,5,Average,Rural,Vegetable Pulao
56,Guwahati,Assam,32,Winter,High,High,5,Poor,Rural,Aloo Gobi
72,Delhi,Delhi,29,Monsoon,Low,Low,8,Poor,Rural,Paneer Butter Masala
88,Delhi,Delhi,28,Autumn,Low,Low,9,Average,Rural,Roti with Dal Tadka
100,Kolkata,West Bengal,30,Monsoon,Medium,High,9,Good,Rural,Rajma Chawal
100,Guwahati,Assam,10,Autumn,Medium,Medium,9,Average,Rural,Roti with Dal Tadka
62,Hyderabad,Telangana,16,Monsoon,High,Medium,4,Average,Rural,Corn on the Cob (Bhutta)
61,Bhopal,Madhya Pradesh,36,Monsoon,Medium,High,6,Poor,Rural,Dal Makhani
51,Kolkata,West Bengal,40,Summer,Low,Low,5,Average,Rural,Lemon Rice
94,Delhi,Delhi,14,Summer,Medium,High,8,Poor,Urban,Chole Bhature
97,Mumbai,Maharashtra,13,Winter,Medium,High,8,Excellent,Urban,Mutton Rogan Josh
96,Kochi,Kerala,19,Autumn,High,Medium,6,Average,Rural,Roti with Dal Tadka
51,Ludhiana,Punjab,14,Autumn,Low,Low,6,Average,Rural,Paneer Butter Masala
85,Varanasi,Uttar Pradesh,37,Monsoon,High,Low,9,Poor,Urban,Samosa
87,Nagpur,Maharashtra,38,Autumn,High,Medium,8,Average,Urban,Paneer Butter Masala
95,Chennai,Tamil Nadu,34,Autumn,Medium,High,4,Average,Rural,Rajma Chawal
95,Chennai,Tamil Nadu,19,Summer,Medium,Medium,8,Good,Rural,Vegetable Pulao
58,Chennai,Tamil Nadu,24,Winter,Low,Medium,4,Good,Urban,Chole Bhature
78,Indore,Madhya Pradesh,23,Summer,Low,Low,8,Average,Rural,Sprout Salad
86,Ludhiana,Punjab,26,Monsoon,Low,Medium,9,Good,Urban,Vegetable Pulao
52,Surat,Gujarat,31,Autumn,High,High,9,Average,Rural,Kadai Paneer
78,Nagpur,Maharashtra,19,Winter,High,High,7,Good,Rural,Rajma Chawal
84,Mumbai,Maharashtra,14,Autumn,Medium,Low,9,Average,Rural,Sprout Salad
96,Jaipur,Rajasthan,17,Summer,Medium,Medium,7,Excellent,Urban,Roti with Dal Tadka
89,Nagpur,Maharashtra,29,Autumn,Medium,High,4,Good,Rural,Paneer Butter Masala
69,Mumbai,Maharashtra,19,Summer,Medium,High,8,Excellent,Urban,Dal Makhani
98,Delhi,Delhi,13,Winter,Medium,Medium,4,Average,Rural,Gajar ka Halwa
73,Chandigarh,Chandigarh,30,Autumn,High,High,9,Excellent,Urban,Aloo Gobi
73,Jaipur,Rajasthan,27,Autumn,High,High,9,Average,Rural,Kadai Paneer
85,Visakhapatnam,Andhra Pradesh,15,Winter,Medium,Medium,7,Average,Rural,Sarson ka Saag with Makki di Roti
83,Bangalore,Karnataka,33,Summer,Medium,Medium,9,Excellent,Rural,Kulfi
97,Kolkata,West Bengal,19,Autumn,High,Low,7,Excellent,Rural,Chole Bhature
86,Mumbai,Maharashtra,39,Monsoon,Medium,Medium,7,Good,Rural,Corn on the Cob (Bhutta)
51,Nagpur,Maharashtra,20,Autumn,High,High,6,Excellent,Urban,Moong Dal Khichdi
97,Pune,Maharashtra,32,Autumn,Medium,Medium,6,Poor,Rural,Paneer Butter Masala
95,Chennai,Tamil Nadu,19,Monsoon,High,High,6,Excellent,Rural,Roti with Dal Tadka
65,Chandigarh,Chandigarh,34,Winter,Medium,High,4,Good,Urban,Aloo Gobi
51,Lucknow,Uttar Pradesh,25,Monsoon,Low,Low,5,Excellent,Urban,Roti with Dal Tadka
69,Indore,Madhya Pradesh,17,Winter,Low,Low,9,Good,Rural,Vegetable Pulao
87,Chandigarh,Chandigarh,10,Summer,High,High,4,Average,Urban,Roti with Dal Tadka
78,Kochi,Kerala,38,Summer,High,High,4,Good,Rural,Rajma Chawal
74,Surat,Gujarat,14,Winter,Medium,Low,9,Poor,Rural,Chole Bhature
100,Lucknow,Uttar Pradesh,17,Winter,Low,High,5,Good,Urban,Rajma Chawal
86,Pune,Maharashtra,35,Autumn,Low,High,6,Average,Rural,Roti with Dal Tadka
96,Bhopal,Madhya Pradesh,38,Autumn,High,Low,4,Good,Urban,Aloo Gobi
65,Patna,Bihar,26,Autumn,Low,High,7,Poor,Rural,Aloo Gobi
59,Guwahati,Assam,39,Monsoon,High,Medium,5,Average,Urban,Paneer Butter Masala
81,Nagpur,Maharashtra,16,Monsoon,Medium,Low,5,Poor,Rural,Aloo Gobi
55,Mumbai,Maharashtra,31,Monsoon,Medium,High,6,Good,Urban,Roti with Dal Tadka
86,Agra,Uttar Pradesh,15,Monsoon,High,Medium,5,Average,Rural,Corn on the Cob (Bhutta)
81,Mumbai,Maharashtra,32,Autumn,Low,Medium,6,Average,Urban,Vada Pav
93,Surat,Gujarat,17,Summer,Medium,High,6,Poor,Urban,Vegetable Pulao
78,Agra,Uttar Pradesh,37,Monsoon,Medium,Medium,6,Excellent,Urban,Samosa
94,Chennai,Tamil Nadu,35,Summer,High,Medium,7,Average,Urban,Vegetable Pulao
65,Bangalore,Karnataka,29,Monsoon,High,Medium,5,Excellent,Urban,Aloo Gobi
79,Srinagar,Jammu and Kashmir,26,Autumn,Low,High,9,Good,Urban,Chole Bhature
75,Nagpur,Maharashtra,19,Winter,Medium,High,7,Poor,Urban,Dal Makhani
57,Kochi,Kerala,30,Autumn,Medium,Medium,7,Excellent,Urban,Chole Bhature
72,Surat,Gujarat,15,Summer,High,Medium,9,Good,Urban,Sprout Salad
100,Patna,Bihar,18,Monsoon,Low,Low,6,Excellent,Urban,Moong Dal Khichdi
66,Delhi,Delhi,30,Summer,Medium,Medium,8,Excellent,Urban,Paneer Butter Masala
73,Nagpur,Maharashtra,17,Summer,Low,Low,5,Average,Rural,Kulfi
82,Lucknow,Uttar Pradesh,40,Autumn,Low,Medium,7,Average,Urban,Vegetable Pulao
77,Nagpur,Maharashtra,32,Autumn,Medium,Low,6,Excellent,Rural,Quinoa Upma
91,Lucknow,Uttar Pradesh,33,Winter,High,Medium,6,Average,Urban,Mutton Rogan Josh
100,Ludhiana,Punjab,30,Summer,Medium,High,9,Excellent,Urban,Curd Rice
68,Kochi,Kerala,25,Autumn,Low,Low,9,Poor,Urban,Paneer Butter Masala
63,Chennai,Tamil Nadu,33,Monsoon,High,Low,5,Average,Urban,Roti with Dal Tadka
71,Ahmedabad,Gujarat,11,Autumn,Low,Low,7,Good,Rural,Tandoori Chicken Salad
70,Chennai,Tamil Nadu,21,Summer,Low,Low,8,Excellent,Urban,Tandoori Chicken Salad
61,Srinagar,Jammu and Kashmir,13,Winter,High,Low,8,Excellent,Urban,Chole Bhature
68,Delhi,Delhi,11,Autumn,High,Low,8,Good,Urban,Tandoori Chicken Salad
100,Ahmedabad,Gujarat,39,Summer,Medium,High,5,Poor,Urban,Sprout Salad
59,Nagpur,Maharashtra,38,Autumn,High,High,6,Good,Rural,Dal Makhani
70,Surat,Gujarat,33,Summer,Medium,High,9,Good,Rural,Vegetable Pulao
57,Bangalore,Karnataka,19,Summer,Medium,Low,7,Good,Urban,Paneer Butter Masala
77,Patna,Bihar,22,Summer,Medium,High,4,Poor,Rural,Vegetable Pulao
93,Pune,Maharashtra,27,Winter,Low,Medium,4,Good,Urban,Dal Makhani
87,Nagpur,Maharashtra,28,Winter,Low,Medium,8,Excellent,Urban,Paneer Butter Masala
92,Delhi,Delhi,25,Summer,Medium,Medium,8,Average,Rural,Kulfi
54,Chennai,Tamil Nadu,13,Autumn,Medium,Medium,9,Average,Rural,Roti with Dal Tadka
59,Visakhapatnam,Andhra Pradesh,33,Summer,High,Low,5,Excellent,Rural,Aam Panna
50,Ludhiana,Punjab,26,Summer,High,High,7,Poor,Rural,Chole Bhature
82,Surat,Gujarat,33,Autumn,High,High,8,Poor,Rural,Vegetable Pulao
68,Patna,Bihar,41,Autumn,High,Medium,9,Poor,Rural,Paneer Butter Masala
53,Chandigarh,Chandigarh,14,Autumn,Low,Low,5,Excellent,Rural,Vegetable Pulao
77,Guwahati,Assam,29,Summer,High,Medium,5,Good,Urban,Sprout Salad
71,Surat,Gujarat,34,Winter,High,Low,4,Poor,Rural,Vegetable Pulao
100,Kolkata,West Bengal,30,Winter,Medium,High,9,Poor,Urban,Dal Makhani
81,Chennai,Tamil Nadu,42,Monsoon,Low,Medium,5,Excellent,Urban,Roti with Dal Tadka
61,Bhopal,Madhya Pradesh,42,Monsoon,Low,Low,7,Average,Rural,Moong Dal Khichdi
76,Kolkata,West Bengal,17,Winter,Medium,Low,9,Good,Urban,Vegetable Pulao
79,Ahmedabad,Gujarat,12,Monsoon,High,High,4,Poor,Urban,Moong Dal Khichdi
58,Jaipur,Rajasthan,39,Winter,Medium,Low,9,Poor,Rural,Dal Makhani
100,Bangalore,Karnataka,14,Winter,Low,Medium,7,Excellent,Urban,Gajar ka Halwa
52,Kochi,Kerala,23,Autumn,High,Medium,7,Good,Rural,Vegetable Pulao
56,Surat,Gujarat,33,Autumn,Medium,High,4,Excellent,Rural,Roti with Dal Tadka
54,Lucknow,Uttar Pradesh,33,Monsoon,High,Low,7,Excellent,Rural,Tandoori Chicken Salad
69,Bhopal,Madhya Pradesh,11,Autumn,Low,High,5,Good,Urban,Rajma Chawal
81,Indore,Madhya Pradesh,13,Summer,Medium,Low,9,Average,Urban,Vegetable Pulao
92,Agra,Uttar Pradesh,22,Autumn,Medium,Low,9,Poor,Rural,Aloo Gobi
55,Varanasi,Uttar Pradesh,39,Monsoon,High,Low,4,Average,Urban,Sprout Salad
94,Kochi,Kerala,23,Winter,Medium,Low,8,Excellent,Rural,Roti with Dal Tadka
85,Indore,Madhya Pradesh,10,Summer,High,Low,9,Average,Urban,Roti with Dal Tadka
54,Kolkata,West Bengal,23,Winter,Low,Low,7,Excellent,Rural,Sarson ka Saag with Makki di Roti
99,Patna,Bihar,39,Winter,Medium,Medium,6,Poor,Rural,Paneer Butter Masala
51,Pune,Maharashtra,38,Summer,Low,High,9,Good,Urban,Roti with Dal Tadka
98,Agra,Uttar Pradesh,29,Monsoon,Low,High,7,Poor,Rural,Rajma Chawal
93,Indore,Madhya Pradesh,37,Winter,Low,Low,8,Poor,Rural,Paneer Butter Masala
86,Visakhapatnam,Andhra Pradesh,15,Summer,High,Medium,5,Poor,Urban,Chole Bhature
87,Jaipur,Rajasthan,29,Winter,Medium,Medium,9,Good,Rural,Gajar ka Halwa
58,Ahmedabad,Gujarat,21,Summer,Low,Low,6,Excellent,Rural,Aloo Gobi
100,Jaipur,Rajasthan,11,Winter,Low,Low,7,Excellent,Urban,Aloo Gobi
86,Kochi,Kerala,36,Winter,High,High,7,Average,Urban,Dal Makhani
58,Agra,Uttar Pradesh,27,Monsoon,Medium,High,7,Good,Urban,Vegetable Pulao
74,Delhi,Delhi,42,Monsoon,High,Medium,8,Poor,Rural,Corn on the Cob (Bhutta)
53,Mumbai,Maharashtra,27,Winter,Medium,Low,5,Good,Urban,Dal Makhani
86,Surat,Gujarat,15,Summer,High,Low,6,Good,Urban,Paneer Butter Masala
53,Kochi,Kerala,28,Winter,High,Low,5,Average,Rural,Oats Idli
92,Nagpur,Maharashtra,17,Monsoon,High,Low,8,Average,Rural,Pakoras with Chai
91,Kolkata,West Bengal,23,Summer,High,High,7,Average,Rural,Dal Makhani
92,Lucknow,Uttar Pradesh,11,Winter,High,Low,5,Good,Rural,Vegetable Pulao
78,Srinagar,Jammu and Kashmir,16,Monsoon,High,Low,4,Average,Urban,Paneer Butter Masala
95,Indore,Madhya Pradesh,21,Winter,Low,High,4,Average,Rural,Moong Dal Khichdi
80,Jaipur,Rajasthan,23,Autumn,Medium,Low,8,Poor,Urban,Aloo Gobi
62,Mumbai,Maharashtra,42,Winter,Medium,Medium,9,Poor,Urban,Roti with Dal Tadka
97,Kochi,Kerala,11,Summer,High,Medium,4,Poor,Urban,Paneer Butter Masala
89,Mumbai,Maharashtra,36,Winter,High,High,7,Good,Urban,Chole Bhature
91,Mumbai,Maharashtra,22,Summer,High,Medium,8,Good,Urban,Curd Rice
60,Bangalore,Karnataka,40,Summer,Low,High,9,Average,Urban,Kulfi
75,Chennai,Tamil Nadu,35,Summer,Low,Low,8,Average,Urban,Masala Dosa
95,Guwahati,Assam,24,Winter,Low,Low,4,Good,Rural,Vegetable Pulao
83,Lucknow,Uttar Pradesh,29,Winter,High,Low,9,Poor,Rural,Mutton Rogan Josh
83,Delhi,Delhi,10,Winter,Medium,Medium,6,Poor,Rural,Aloo Gobi
58,Agra,Uttar Pradesh,14,Winter,Medium,Low,9,Poor,Rural,Aloo Gobi
77,Bhopal,Madhya Pradesh,19,Summer,Medium,Low,7,Good,Urban,Lemon Rice
99,Jaipur,Rajasthan,31,Autumn,Low,High,4,Average,Urban,Roti with Dal Tadka
55,Guwahati,Assam,19,Summer,Low,Medium,9,Poor,Urban,Kulfi
65,Nagpur,Maharashtra,14,Autumn,High,High,6,Average,Rural,Kadai Paneer
80,Kochi,Kerala,29,Summer,High,Low,6,Average,Rural,Sprout Salad
73,Varanasi,Uttar Pradesh,23,Monsoon,Medium,High,9,Excellent,Rural,Corn on the Cob (Bhutta)
52,Agra,Uttar Pradesh,38,Autumn,Low,Medium,8,Good,Rural,Paneer Butter Masala
63,Ahmedabad,Gujarat,29,Summer,High,Medium,7,Poor,Urban,Curd Rice
82,Kochi,Kerala,37,Autumn,Low,Low,4,Poor,Rural,Oats Idli
83,Bhopal,Madhya Pradesh,34,Autumn,Medium,Low,6,Average,Urban,Tandoori Chicken Salad
66,Agra,Uttar Pradesh,40,Summer,High,Medium,4,Good,Rural,Lemon Rice
55,Kolkata,West Bengal,21,Winter,High,High,6,Good,Rural,Gajar ka Halwa
86,Surat,Gujarat,35,Summer,Medium,High,7,Poor,Rural,Kulfi
58,Ludhiana,Punjab,31,Summer,Medium,Medium,4,Average,Rural,Curd Rice
66,Bangalore,Karnataka,18,Autumn,Low,High,5,Excellent,Urban,Vegetable Pulao
86,Guwahati,Assam,39,Summer,Medium,Low,7,Good,Urban,Paneer Butter Masala
66,Chandigarh,Chandigarh,16,Summer,Low,Low,7,Average,Rural,Chole Bhature
76,Agra,Uttar Pradesh,15,Autumn,Medium,High,5,Poor,Rural,Aloo Gobi
74,Chandigarh,Chandigarh,15,Autumn,Medium,High,8,Poor,Rural,Roti with Dal Tadka
62,Ahmedabad,Gujarat,28,Monsoon,Medium,High,9,Average,Urban,Kadai Paneer
56,Ahmedabad,Gujarat,33,Monsoon,Low,Low,8,Poor,Rural,Samosa
86,Bangalore,Karnataka,41,Monsoon,High,Low,5,Good,Urban,Paneer Butter Masala
57,Nagpur,Maharashtra,37,Monsoon,Medium,Low,7,Poor,Urban,Pakoras with Chai
70,Guwahati,Assam,19,Monsoon,Low,Low,8,Average,Rural,Sprout Salad
64,Chennai,Tamil Nadu,20,Monsoon,Medium,High,9,Good,Rural,Roti with Dal Tadka
91,Ludhiana,Punjab,27,Summer,Low,Medium,7,Poor,Urban,Lemon Rice
69,Agra,Uttar Pradesh,30,Monsoon,High,Medium,9,Poor,Rural,Pakoras with Chai
93,Agra,Uttar Pradesh,18,Winter,High,Low,6,Excellent,Rural,Aloo Gobi
84,Delhi,Delhi,24,Summer,High,High,5,Excellent,Urban,Vegetable Pulao
61,Guwahati,Assam,11,Winter,High,Medium,5,Excellent,Urban,Chole Bhature
62,Lucknow,Uttar Pradesh,27,Summer,Low,High,9,Average,Rural,Kadai Paneer
88,Srinagar,Jammu and Kashmir,26,Summer,High,Low,7,Good,Urban,Roti with Dal Tadka
94,Delhi,Delhi,27,Autumn,High,Low,5,Good,Rural,Vegetable Pulao
54,Chandigarh,Chandigarh,11,Winter,High,Medium,8,Average,Rural,Chole Bhature
65,Patna,Bihar,27,Autumn,Low,High,4,Excellent,Urban,Kadai Paneer
82,Kolkata,West Bengal,20,Winter,High,Medium,5,Poor,Urban,Gajar ka Halwa
55,Indore,Madhya Pradesh,31,Summer,Low,Medium,9,Good,Rural,Lemon Rice
59,Mumbai,Maharashtra,36,Autumn,Medium,Low,7,Good,Rural,Paneer Butter Masala
74,Visakhapatnam,Andhra Pradesh,41,Summer,High,Medium,9,Average,Rural,Aloo Gobi
97,Pune,Maharashtra,19,Autumn,Medium,Low,7,Poor,Rural,Vegetable Pulao
63,Ahmedabad,Gujarat,12,Summer,High,Low,4,Average,Rural,Aam Panna
74,Guwahati,Assam,29,Autumn,High,Low,8,Good,Urban,Vegetable Pulao
99,Surat,Gujarat,22,Monsoon,Medium,Low,6,Good,Rural,Oats Idli
73,Chandigarh,Chandigarh,33,Monsoon,Low,Medium,4,Average,Urban,Pakoras with Chai
50,Kochi,Kerala,37,Monsoon,High,Low,9,Average,Rural,Samosa
57,Bangalore,Karnataka,32,Winter,High,High,8,Good,Rural,Chole Bhature
67,Kolkata,West Bengal,16,Autumn,Medium,High,4,Average,Urban,Roti with Dal Tadka
74,Bhopal,Madhya Pradesh,19,Winter,Low,Low,8,Excellent,Rural,Vegetable Pulao
56,Srinagar,Jammu and Kashmir,31,Monsoon,Low,Low,6,Excellent,Urban,Moong Dal Khichdi
51,Varanasi,Uttar Pradesh,40,Monsoon,Medium,Medium,9,Average,Urban,Corn on the Cob (Bhutta)
82,Bangalore,Karnataka,33,Monsoon,Low,Low,7,Poor,Urban,Corn on the Cob (Bhutta)
75,Hyderabad,Telangana,21,Monsoon,High,Medium,8,Average,Rural,Roti with Dal Tadka
70,Surat,Gujarat,15,Monsoon,Low,High,7,Excellent,Urban,Dal Makhani
81,Mumbai,Maharashtra,27,Winter,High,High,7,Poor,Urban,Dal Makhani
84,Srinagar,Jammu and Kashmir,35,Summer,Low,Medium,9,Good,Rural,Paneer Butter Masala
83,Chandigarh,Chandigarh,22,Monsoon,Medium,Low,6,Average,Rural,Aloo Gobi
89,Indore,Madhya Pradesh,32,Monsoon,Medium,High,4,Average,Rural,Roti with Dal Tadka
88,Indore,Madhya Pradesh,29,Monsoon,High,Low,6,Average,Urban,Moong Dal Khichdi
78,Bangalore,Karnataka,26,Summer,High,Medium,5,Poor,Rural,Vegetable Pulao
80,Mumbai,Maharashtra,21,Summer,Low,Medium,4,Poor,Rural,Sprout Salad
78,Guwahati,Assam,31,Summer,Medium,Medium,5,Average,Urban,Sprout Salad
74,Patna,Bihar,26,Monsoon,Low,Low,7,Excellent,Urban,Sprout Salad
89,Surat,Gujarat,38,Winter,High,High,9,Excellent,Rural,Aloo Gobi
55,Mumbai,Maharashtra,16,Autumn,Medium,Medium,9,Poor,Urban,Chole Bhature
57,Kochi,Kerala,12,Monsoon,High,Medium,4,Poor,Urban,Samosa
77,Bhopal,Madhya Pradesh,13,Summer,Medium,Low,8,Good,Rural,Roti with Dal Tadka
64,Nagpur,Maharashtra,18,Monsoon,High,Medium,5,Poor,Urban,Pakoras with Chai
100,Delhi,Delhi,20,Summer,High,High,5,Good,Rural,Aam Panna
94,Srinagar,Jammu and Kashmir,21,Summer,Low,Low,9,Good,Urban,Sprout Salad
64,Surat,Gujarat,30,Monsoon,Low,Low,9,Average,Rural,Pakoras with Chai
51,Varanasi,Uttar Pradesh,38,Autumn,High,Low,8,Average,Rural,Sprout Salad
63,Patna,Bihar,11,Summer,Medium,High,8,Average,Urban,Rajma Chawal
77,Varanasi,Uttar Pradesh,40,Summer,Medium,Low,8,Average,Urban,Paneer Butter Masala
56,Ludhiana,Punjab,30,Autumn,High,High,9,Poor,Rural,Chole Bhature
58,Surat,Gujarat,39,Summer,Low,Low,9,Poor,Urban,Oats Idli
79,Jaipur,Rajasthan,12,Autumn,Medium,Low,7,Good,Rural,Chole Bhature
78,Nagpur,Maharashtra,25,Autumn,High,Low,9,Excellent,Rural,Sprout Salad
75,Nagpur,Maharashtra,10,Summer,Medium,Low,6,Average,Urban,Paneer Butter Masala
66,Bangalore,Karnataka,14,Summer,High,High,5,Average,Rural,Vegetable Pulao
54,Pune,Maharashtra,28,Summer,Low,Medium,8,Poor,Rural,Chole Bhature
71,Kolkata,West Bengal,23,Winter,Medium,High,8,Average,Rural,Paneer Butter Masala
67,Nagpur,Maharashtra,35,Winter,Low,Low,6,Excellent,Urban,Sprout Salad
66,Surat,Gujarat,32,Autumn,Low,Low,5,Good,Rural,Oats Idli
64,Nagpur,Maharashtra,35,Summer,Low,Low,6,Good,Rural,Chole Bhature
58,Guwahati,Assam,42,Monsoon,High,Low,4,Poor,Rural,Roti with Dal Tadka
63,Patna,Bihar,30,Autumn,Medium,Low,4,Poor,Rural,Paneer Butter Masala
73,Lucknow,Uttar Pradesh,41,Summer,Low,Medium,8,Excellent,Urban,Vegetable Pulao
62,Bangalore,Karnataka,12,Summer,High,Medium,9,Average,Urban,Aloo Gobi
70,Jaipur,Rajasthan,22,Summer,High,Medium,7,Good,Rural,Aloo Gobi
50,Kolkata,West Bengal,15,Monsoon,Medium,Medium,8,Average,Rural,Kosha Mangsho
60,Chandigarh,Chandigarh,32,Winter,Medium,High,8,Good,Urban,Dal Makhani
52,Srinagar,Jammu and Kashmir,34,Monsoon,High,Medium,7,Average,Rural,Roti with Dal Tadka
55,Jaipur,Rajasthan,28,Autumn,High,High,6,Excellent,Rural,Roti with Dal Tadka
91,Bangalore,Karnataka,23,Summer,Medium,Medium,6,Average,Rural,Kulfi
73,Visakhapatnam,Andhra Pradesh,38,Winter,Medium,Low,8,Good,Urban,Mutton Rogan Josh
88,Bangalore,Karnataka,31,Winter,Low,High,7,Excellent,Rural,Vegetable Pulao
64,Lucknow,Uttar Pradesh,28,Winter,High,High,5,Good,Rural,Paneer Butter Masala
79,Indore,Madhya Pradesh,17,Monsoon,Medium,Low,7,Good,Urban,Chole Bhature
94,Srinagar,Jammu and Kashmir,33,Summer,High,Medium,7,Average,Urban,Aam Panna
51,Bangalore,Karnataka,24,Summer,Medium,Medium,8,Good,Urban,Lemon Rice
95,Chandigarh,Chandigarh,36,Summer,Medium,Low,8,Excellent,Rural,Sprout Salad
58,Chandigarh,Chandigarh,27,Summer,High,Low,4,Excellent,Urban,Oats Idli
61,Jaipur,Rajasthan,16,Autumn,Medium,Low,9,Excellent,Urban,Sprout Salad
79,Ahmedabad,Gujarat,30,Autumn,Medium,High,8,Poor,Urban,Aloo Gobi
91,Nagpur,Maharashtra,10,Winter,Low,High,6,Average,Urban,Roti with Dal Tadka
57,Chandigarh,Chandigarh,37,Summer,Low,High,9,Poor,Urban,Aam Panna
72,Chennai,Tamil Nadu,18,Winter,High,Medium,7,Excellent,Urban,Roti with Dal Tadka
94,Srinagar,Jammu and Kashmir,41,Summer,Low,High,9,Average,Rural,Curd Rice
60,Surat,Gujarat,29,Autumn,Medium,Low,5,Poor,Rural,Chole Bhature
51,Patna,Bihar,27,Autumn,Low,Medium,4,Excellent,Rural,Aloo Gobi
68,Delhi,Delhi,27,Autumn,Low,High,9,Average,Urban,Vegetable Pulao
93,Pune,Maharashtra,25,Summer,High,Medium,8,Poor,Urban,Vegetable Pulao
56,Nagpur,Maharashtra,14,Autumn,Medium,Medium,6,Average,Urban,Chole Bhature
100,Lucknow,Uttar Pradesh,20,Monsoon,High,Medium,5,Excellent,Rural,Paneer Butter Masala
59,Surat,Gujarat,37,Monsoon,Medium,Low,5,Good,Rural,Quinoa Upma
50,Delhi,Delhi,18,Monsoon,High,Medium,9,Excellent,Rural,Corn on the Cob (Bhutta)
57,Srinagar,Jammu and Kashmir,29,Autumn,Medium,Low,7,Good,Rural,Roti with Dal Tadka
72,Srinagar,Jammu and Kashmir,21,Summer,Medium,Medium,6,Poor,Rural,Vegetable Pulao
100,Kolkata,West Bengal,17,Summer,Low,Medium,6,Good,Rural,Vegetable Pulao
57,Chandigarh,Chandigarh,38,Monsoon,Medium,Medium,7,Poor,Urban,Moong Dal Khichdi
64,Chennai,Tamil Nadu,32,Monsoon,Low,High,5,Average,Rural,Moong Dal Khichdi
61,Jaipur,Rajasthan,10,Monsoon,Medium,Low,5,Poor,Rural,Moong Dal Khichdi
63,Ludhiana,Punjab,12,Monsoon,Low,High,6,Average,Urban,Pakoras with Chai
56,Indore,Madhya Pradesh,20,Monsoon,High,Medium,6,Excellent,Rural,Moong Dal Khichdi
62,Srinagar,Jammu and Kashmir,32,Winter,High,High,6,Excellent,Rural,Mutton Rogan Josh
58,Mumbai,Maharashtra,40,Winter,Medium,High,9,Poor,Urban,Kadai Paneer
56,Delhi,Delhi,13,Winter,Medium,High,4,Poor,Urban,Aloo Gobi
59,Kolkata,West Bengal,34,Monsoon,High,Low,7,Average,Rural,Moong Dal Khichdi
56,Patna,Bihar,17,Monsoon,Medium,Medium,8,Excellent,Urban,Moong Dal Khichdi
93,Nagpur,Maharashtra,25,Autumn,Medium,Low,8,Poor,Rural,Chole Bhature
93,Kochi,Kerala,40,Winter,Medium,High,5,Excellent,Urban,Rajma Chawal
90,Visakhapatnam,Andhra Pradesh,13,Winter,Medium,Low,7,Excellent,Urban,Paneer Butter Masala
78,Pune,Maharashtra,26,Summer,High,High,6,Good,Rural,Moong Dal Khichdi
99,Pune,Maharashtra,28,Autumn,Medium,Medium,8,Average,Urban,Aloo Gobi
54,Kolkata,West Bengal,38,Summer,Low,High,7,Excellent,Rural,Curd Rice
86,Chandigarh,Chandigarh,42,Monsoon,Low,Medium,9,Poor,Urban,Pakoras with Chai
52,Kochi,Kerala,36,Monsoon,Medium,Medium,7,Poor,Rural,Pakoras with Chai
89,Lucknow,Uttar Pradesh,33,Summer,Medium,High,6,Average,Urban,Aam Panna
95,Visakhapatnam,Andhra Pradesh,27,Summer,Medium,High,9,Poor,Urban,Kadai Paneer
100,Mumbai,Maharashtra,28,Summer,Low,Medium,8,Poor,Rural,Aloo Gobi
83,Ahmedabad,Gujarat,17,Winter,High,High,9,Poor,Urban,Paneer Butter Masala
52,Varanasi,Uttar Pradesh,16,Monsoon,High,Low,4,Poor,Urban,Moong Dal Khichdi
59,Kolkata,West Bengal,13,Winter,Low,High,4,Poor,Urban,Sarson ka Saag with Makki di Roti
87,Patna,Bihar,11,Autumn,High,Low,5,Average,Rural,Paneer Butter Masala
51,Visakhapatnam,Andhra Pradesh,26,Monsoon,Low,High,6,Average,Rural,Dal Makhani
71,Kolkata,West Bengal,15,Summer,Low,Medium,8,Poor,Urban,Paneer Butter Masala
99,Ahmedabad,Gujarat,11,Monsoon,Low,Medium,5,Excellent,Urban,Roti with Dal Tadka
81,Varanasi,Uttar Pradesh,35,Winter,Low,High,5,Average,Rural,Paneer Butter Masala
79,Ahmedabad,Gujarat,28,Autumn,Medium,Low,7,Poor,Urban,Sprout Salad
94,Kochi,Kerala,21,Winter,Medium,High,7,Good,Rural,Gajar ka Halwa
50,Guwahati,Assam,15,Monsoon,High,Low,7,Poor,Urban,Roti with Dal Tadka
96,Mumbai,Maharashtra,23,Summer,Low,Low,6,Average,Urban,Tandoori Chicken Salad
84,Chennai,Tamil Nadu,41,Summer,Medium,Low,4,Good,Rural,Quinoa Upma
64,Visakhapatnam,Andhra Pradesh,30,Monsoon,Low,High,9,Good,Urban,Pakoras with Chai
84,Mumbai,Maharashtra,39,Monsoon,High,Medium,5,Excellent,Urban,Corn on the Cob (Bhutta)
77,Bangalore,Karnataka,35,Winter,High,Low,7,Good,Urban,Aloo Gobi
92,Indore,Madhya Pradesh,29,Monsoon,Low,Low,4,Excellent,Urban,Moong Dal Khichdi
